capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,37,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,248.0,4702-4800 / 4701-4799,4802-4900 / 4801-4899,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,38,WARNES AV.,WARNES AV,56.0,1620-1700 / 1601-1699,1620-1700 / 1601-1699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,39,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,56.0,4802-4900 / 4801-4899,4802-4900 / 4801-4899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,40,CALLE 2 - CEMENTERIO CHACARITA,CALLE 2 CEMENTERIO CHACARITA,96.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,41,DIAGONAL 99 - CEMENTERIO CHACARITA,DIAGONAL 99 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,42,DIAGONAL 119 - CEMENTERIO CHACARITA,DIAGONAL 119 CEMENTERIO CHACARITA,64.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,43,CALLE 73 - CEMENTERIO CHACARITA,CALLE 73 CEMENTERIO CHACARITA,80.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,44,DIAGONAL 101 - CEMENTERIO CHACARITA,DIAGONAL 101 CEMENTERIO CHACARITA,60.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,45,DIAGONAL 117 - CEMENTERIO CHACARITA,DIAGONAL 117 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,46,CALLE 61 - CEMENTERIO CHACARITA,CALLE 61 CEMENTERIO CHACARITA,116.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,47,CALLE 6 - CEMENTERIO CHACARITA,CALLE 6 CEMENTERIO CHACARITA,100.0,s/n / s/n,s/n / s/n,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,48,CALLE 49 - CEMENTERIO CHACARITA,CALLE 49 CEMENTERIO CHACARITA,32.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,49,CALLE 33 - CEMENTERIO CHACARITA,CALLE 33 CEMENTERIO CHACARITA,44.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,50,DIAGONAL 113 - CEMENTERIO CHACARITA,DIAGONAL 113 CEMENTERIO CHACARITA,84.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,51,CALLE 17 - CEMENTERIO CHACARITA,CALLE 17 CEMENTERIO CHACARITA,112.0,s/n / s/n,s/n / s/n,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,52,DIAGONAL 115 - CEMENTERIO CHACARITA,DIAGONAL 115 CEMENTERIO CHACARITA,44.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,53,CALLE PRINCIPAL 26 - CEMENTERIO CHACARITA,CALLE PRINCIPAL 26 CEMENTERIO CHACARITA,40.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,54,CALLE 1 - CEMENTERIO CHACARITA,CALLE 1 CEMENTERIO CHACARITA,52.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,55,GUZMAN AV.,GUZMAN AV,104.0,702-820 / s/n,s/n / 701-819,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,56,MERCEDES SOSA,MERCEDES SOSA,112.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,57,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,40.0,4102-4150 / 4101-4149,4102-4150 / 4101-4149,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,58,TRIUNVIRATO AV.,TRIUNVIRATO AV,84.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,59,"GARCIA, TEODORO",GARCIA TEODORO,44.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,60,TRIUNVIRATO AV.,TRIUNVIRATO AV,172.0,2352-2450 / 2351-2449,2452-2550 / 2451-2549,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,61,GUEVARA,GUEVARA,40.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,62,CESPEDES,CESPEDES,32.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,63,ZABALA,ZABALA,44.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,64,MUJERES DE FRAGA,MUJERES DE FRAGA,40.0,4102-4200 / 4101-4199,4102-4200 / 4101-4199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,65,ELCANO AV.,ELCANO AV,32.0,4102-4200 / 4101-4199,4102-4200 / 4101-4199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,66,GUEVARA,GUEVARA,64.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,67,14 DE JULIO,14 DE JULIO,96.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,68,FRAGA,FRAGA,36.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,69,14 DE JULIO,14 DE JULIO,76.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,70,ROSETI,ROSETI,52.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,71,14 DE JULIO,14 DE JULIO,64.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,72,CHARLONE,CHARLONE,36.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,73,14 DE JULIO,14 DE JULIO,64.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,74,GIRIBONE,GIRIBONE,64.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,75,ELCANO AV.,ELCANO AV,32.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,76,FOREST AV.,FOREST AV,124.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,77,"LORETO, VIRREY",LORETO VIRREY,60.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,78,ZABALA,ZABALA,76.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,79,"PEREZ, GREGORIA",PEREZ GREGORIA,92.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,80,CESPEDES,CESPEDES,92.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,81,GIRIBONE,GIRIBONE,36.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,82,PALPA,PALPA,104.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,83,"GARCIA, TEODORO",GARCIA TEODORO,108.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,84,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,100.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,85,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,68.0,502-600 / 501-599,502-600 / 501-599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,86,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,36.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,87,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,76.0,602-700 / 601-699,602-700 / 601-699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,88,"GARCIA, TEODORO",GARCIA TEODORO,44.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,89,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,760.1,702-776 / 701-775,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,90,FOREST AV.,FOREST AV,464.0,1202-1300 / 1201-1299,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,91,DE LOS INCAS AV.,DE LOS INCAS AV,800.1,s/n / 3501-3549,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,92,ELCANO,ELCANO,60.0,s/n / 2801-2899,s/n / 2801-2899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,93,"PINO, VIRREY DEL",PINO VIRREY DEL,580.0,2802-2900 / 2801-2899,2402-2500 / 2401-2499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,94,CABILDO AV.,CABILDO AV,1116.1,1552-1600 / 1551-1599,502-560 / 501-559,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,95,MAURE,MAURE,120.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,96,3 DE FEBRERO,3 DE FEBRERO,76.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,97,CABILDO AV.,CABILDO AV,68.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,98,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,92.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,99,ZAPATA,ZAPATA,60.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,100,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,44.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,101,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,56.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,102,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,48.0,2602-2700 / 2601-2699,2602-2700 / 2601-2699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,103,AMENABAR,AMENABAR,80.0,222-300 / 221-299,222-300 / 221-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,104,CRAMER,CRAMER,400.0,202-300 / 201-299,2-100 / 1-99,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,105,DORREGO,DORREGO,536.0,2002-2100 / 2001-2099,1680-1700 / 1661-1699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,106,"CABRERA, JOSE A.",CABRERA JOSE A,100.0,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,107,AREVALO,AREVALO,96.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,108,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,96.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,109,"VEGA, NICETO, CNEL. AV.",VEGA NICETO CNEL AV,84.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,110,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,100.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,111,CORDOBA AV.,CORDOBA AV,32.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,112,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,52.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,113,CASTILLO,CASTILLO,80.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,114,"CARRANZA, ANGEL JUSTINIANO",CARRANZA ANGEL JUSTINIANO,76.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,115,LOYOLA,LOYOLA,84.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,116,AGUIRRE,AGUIRRE,160.0,1502-1600 / 1501-1599,1402-1500 / 1401-1499,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,117,FITZ ROY,FITZ ROY,64.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,118,"RAMIREZ DE VELASCO, JUAN",RAMIREZ DE VELASCO JUAN,40.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,119,FITZ ROY,FITZ ROY,188.0,802-900 / 801-899,702-800 / 701-799,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,120,VILLARROEL,VILLARROEL,48.0,1372-1400 / 1371-1399,1372-1400 / 1371-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,1,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,104.4,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,2,"DUMONT, SANTOS",DUMONT SANTOS,56.2,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,3,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,104.4,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,4,"ARENAL, CONCEPCION",ARENAL CONCEPCION,36.1,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,5,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,44.2,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,6,LEIVA,LEIVA,32.1,4002-4200 / 4001-4199,4002-4200 / 4001-4199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,7,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,80.3,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,8,GUEVARA,GUEVARA,36.1,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,9,"ARENAL, CONCEPCION",ARENAL CONCEPCION,72.3,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,10,GUEVARA,GUEVARA,36.1,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,11,"DUMONT, SANTOS",DUMONT SANTOS,72.3,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 1,12,GUEVARA,GUEVARA,36.1,302-400 / 301-399,302-400 / 301-399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,1,"DUMONT, SANTOS",DUMONT SANTOS,92.2,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,2,CORDOBA AV.,CORDOBA AV,60.1,6202-6300 / 6201-6299,6202-6300 / 6201-6299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,3,"DUMONT, SANTOS",DUMONT SANTOS,56.1,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,4,CORDOBA AV.,CORDOBA AV,68.1,6102-6200 / 6101-6199,6102-6200 / 6101-6199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,5,"ARENAL, CONCEPCION",ARENAL CONCEPCION,152.3,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,hueco 2,6,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,132.2,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,1,"ALSINA, VALENTIN AV.",ALSINA VALENTIN AV,368.0,1232-1500 / 1231-1499,1502-1600 / 1501-1599,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,2,OLLEROS AV.,OLLEROS AV,100.0,1522-1570 / 1521-1569,1522-1570 / 1521-1569,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,3,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,112.0,4902-5000 / 4901-4999,4902-5000 / 4901-4999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,4,MIGUELETES,MIGUELETES,100.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,5,OLLEROS AV.,OLLEROS AV,372.0,1702-1800 / s/n,1902-2000 / 1901-1999,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,6,VILLANUEVA,VILLANUEVA,96.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,7,GOROSTIAGA,GOROSTIAGA,168.0,2002-2100 / 2001-2099,2102-2200 / 2101-2199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,8,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,44.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,9,3 DE FEBRERO,3 DE FEBRERO,56.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,10,GOROSTIAGA,GOROSTIAGA,136.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,11,3 DE FEBRERO,3 DE FEBRERO,76.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,12,OLLEROS,OLLEROS,68.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,13,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,88.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,14,"GARCIA, TEODORO",GARCIA TEODORO,56.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,15,3 DE FEBRERO,3 DE FEBRERO,96.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,16,ARCOS,ARCOS,56.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,17,AGUILAR,AGUILAR,216.0,s/n / s/n,2002-2100 / 2001-2099,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,18,ARRIBEÑOS,ARRIBENOS,140.0,1202-1400 / 1201-1399,1202-1400 / 1201-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,19,VILLANUEVA,VILLANUEVA,108.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,20,ZABALA,ZABALA,36.0,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,21,"CAMPOS, LUIS M. AV.",CAMPOS LUIS M AV,64.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,22,ZABALA,ZABALA,44.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,23,SOLDADO DE LA INDEPENDENCIA,SOLDADO DE LA INDEPENDENCIA,48.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,24,ZABALA,ZABALA,32.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,2,contorno exterior,25,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,160.0,5242-5300 / s/n,s/n / s/n,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,3,contorno exterior,1,CASTILLO,CASTILLO,84.1,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
