id,titulo,organismo,licencia,actualizado,recursos,formatos,tiene_coordenada,tiene_direccion,georreferenciable,palabras_gastro,palabras_local,columnas_sensibles,puntaje,columnas,url_portal
reporte-covid,Reporte COVID-19..,Ministerio de Salud,CC-BY-2.5-AR,2026-07-28,2,CSV XLSX,False,False,False,,,,0, | fecha_proceso | subtipo_dato | tipo_dato | tipo_reporte | valor,https://data.buenosaires.gob.ar/dataset/reporte-covid
reporte-epidemiologico-de-dengue,Reporte Epidemiológico de Dengue.,Ministerio de Salud,Creative Commons Attribution,2026-06-04,2,CSV XLSX,False,False,False,,,,0,ano | departamento_residencia | fecha_inicio_semana_epidemiologica | fecha_semana_epidemiologica | grupo_etario | n_confirmados | n_confirmados_por_laboratorio | n_confirmados_probables_fis | n_fallecidos_confirmados_por_laboratorio | n_internados_fecha_internacion | n_internados_uti_fecha_internacion | n_notificaciones | semana_epidemiologica,https://data.buenosaires.gob.ar/dataset/reporte-epidemiologico-de-dengue
requerimientos-recomendaciones-defensoria-pueblo,Requerimientos y Recomendaciones de Defensoría del Pueblo CABA,Secretaría Legal y Técnica,CC-BY-2.5-AR,2026-03-02,2,CSV XLSX,False,False,False,,,,0,area_gobierno | calidad_respuesta | categoria_tema | categoria_tema_especifico | comuna | espacio_afectado | fecha | fecha_respuesta | nro_identificador_del_tramite | nro_reiteracion_sin_respuesta | periodo | persona_afectada | plazo_respuesta | resumen_respuesta | sintesis_solicitud | tiempo_de_respuesta,https://data.buenosaires.gob.ar/dataset/requerimientos-recomendaciones-defensoria-pueblo
resoluciones,Resoluciones,Vicejefatura de Gobierno,CC-BY-2.5-AR,2026-06-23,5,CSV PDF XLSX,False,False,False,,,,0,contestado | fecha_envio_a_pe | numero | numero_expediente | pedido_informe | sancion,https://data.buenosaires.gob.ar/dataset/resoluciones
monitoreo-colaborativo-calidad-aire,Resultados del programa de Monitoreo Colaborativo de Calidad del Aire,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2025-07-29,1,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/monitoreo-colaborativo-calidad-aire
riesgo-hidrico,Riesgo Hídrico,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-04-21,4,CSV JSON XLSX ZIP,False,False,False,,,,0,entity | m2,https://data.buenosaires.gob.ar/dataset/riesgo-hidrico
ruteo-amba,Ruteo AMBA,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2025-08-25,5,PBF PDF,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/ruteo-amba
seguridad-habitos,Seguridad y Hábitos,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-17,2,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | habitos_modificados | porc_poblacion | sexo,https://data.buenosaires.gob.ar/dataset/seguridad-habitos
servicio-informacion-normativa,Servicio de información normativa.,Secretaría Legal y Técnica,CC-BY-2.5-AR,2026-07-06,8,CSV XLSX,False,False,False,,,,0,norma_alcance | norma_anio_publicacion | norma_anio_sancion | norma_fecha_publicacion | norma_fecha_sancion | norma_gestion | norma_id | norma_numero | norma_organismo_emisor | norma_sintesis | norma_tipo,https://data.buenosaires.gob.ar/dataset/servicio-informacion-normativa
servicios-asistencia-victimas-violencia-genero,Servicios de asistencia a víctimas de violencia de género.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,10,CSV XLSX,False,False,False,,,,0,anio | casos_violencia_atendidos | grupo_edad | mujeres | porc_mujeres | porc_mujeres_asistidas | servicio_asistencia | servicios_asistencia | sexo,https://data.buenosaires.gob.ar/dataset/servicios-asistencia-victimas-violencia-genero
sistema-administracion-documentos-electronicos-pase-expedientes,Sistema de administración de documentos electrónicos: Pase de Expedientes.,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-06-22,15,CSV XLSX ZIP,False,False,False,,,,0, | codigo_trata | d_categoria | d_reparticion | d_sector | d_testeo | d_usuario | descripcion_expediente | descripcion_trata | destinatario | e_categoria | e_reparticion | e_sector | e_testeo | e_usuario | es_usuario | estado | expediente | fecha_entrada_e | fecha_entrada_re | fecha_entrada_se | fecha_entrada_ue | fecha_operacion | fecha_operacion	 | fecha_salida_e | id_d_reparticion_jerarquia | id_expediente | id_orden | id_pase | id_trata | marca_dest_global | marca_e_r | marca_e_s | marca_e_u | marca_s_r | marca_s_s | marca_s_u | motivo | motivo_pase | numero_expediente,https://data.buenosaires.gob.ar/dataset/sistema-administracion-documentos-electronicos-pase-expedientes
subte-cronograma-servicio,Subte: Cronograma de servicio.,Subterráneos de Buenos Aires (SBASE),CC-BY-2.5-AR,2026-06-24,7,CSV PDF XLSX,False,False,False,,,,0,cabecera 1 | cabecera 2 | dia | formacion | intervalo cabecera 1 | intervalo cabecera 2 | linea | observaciones | orden | periodo | salida cabecera 1 | salida cabecera 2 | tipo de dia | tren,https://data.buenosaires.gob.ar/dataset/subte-cronograma-servicio
subte-gtfs,Subte: GTFS.,Subterráneos de Buenos Aires (SBASE),CC-BY-2.5-AR,2026-07-01,1,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/subte-gtfs
subte-trenes-despachados,Subte: Trenes despachados,Subterráneos de Buenos Aires (SBASE),CC-BY-2.5-AR,2026-07-24,15,CSV XLSX,False,False,False,,,,0,alistamiento | ano | en_servicio | flota | fr1_cauc1 | fr1_cauc2 | fr1_cocc1 | fr1_cocc2 | fr1_fecha | fr1_km | fr1_kmv | fr1_linea | fr1_orden | fr1_regist | fr1_salc1 | fr1_salc2 | fr1_scauc1 | fr1_scauc2 | fr1_tipo | fr1_tren | fr1_viac1 | fr1_viac2 | judicial | linea | mantenimiento_estacionamiento | mes | reserva | rg,https://data.buenosaires.gob.ar/dataset/subte-trenes-despachados
subte-viajes-molinetes,Subte: Viajes Molinetes.,Subterráneos de Buenos Aires (SBASE),CC-BY-2.5-AR,2026-06-24,17,CSV PDF XLSX ZIP,False,False,False,,,,0,ano | cantidad  | desde | desde  | estacion | estacion  | fecha | fecha  | hasta | hasta  | hora  | linea | linea  | mes | mes_numero | molinete | molinete  | pax_franq | pax_franq  | pax_franq (2) | pax_pago | pax_pago  | pax_pagos | pax_pases_pagos | pax_pases_pagos  | pax_pases_pagos (1) | pax_pases_pagos(1) | pax_total | pax_total  | periodo | precio | total,https://data.buenosaires.gob.ar/dataset/subte-viajes-molinetes
sueldo-funcionarios,Sueldo Funcionarios.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-07-22,30,CSV XLSX,False,False,False,,,apellido cuil,0,aguinaldo_ii | anio | asignacion_por_cargo_i | cuil | funcionario_apellido | funcionario_nombre | mes | reparticion | total_salario_bruto_i+ii,https://data.buenosaires.gob.ar/dataset/sueldo-funcionarios
tasa-mortalidad-fetal,Tasa de mortalidad fetal por sexo.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-01-22,2,CSV XLSX,False,False,False,,,,0,ano | mujer | promedio | varon,https://data.buenosaires.gob.ar/dataset/tasa-mortalidad-fetal
teatro-colon-programacion-actual,Teatro Colón: Programación Actual,Ministerio de Cultura,CC-BY-2.5-AR,2026-06-23,22,CSV ICS XLSX,False,False,False,,,,0,calendario | enlace html,https://data.buenosaires.gob.ar/dataset/teatro-colon-programacion-actual
teatro-colon-programacion-historica,Teatro Colón: Programación Histórica,Ministerio de Cultura,CC-BY-2.5-AR,2026-06-23,2,CSV XLSX,False,False,False,,,,0,calendario | enlace html,https://data.buenosaires.gob.ar/dataset/teatro-colon-programacion-historica
teatro-colon-visitas-guiadas,Teatro Colón: Visitas Guiadas,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-17,2,CSV XLSX,False,False,False,,,,0,calendario | enlace html,https://data.buenosaires.gob.ar/dataset/teatro-colon-visitas-guiadas
test-alerta-sobre-noviazgo-violento,Test de Alerta sobre un noviazgo violento,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-06-22,4,CSV XLSX,False,False,False,,,,0,barrio | edad | fecha | hora | pregunta_1 | pregunta_10 | pregunta_11 | pregunta_12 | pregunta_13 | pregunta_2 | pregunta_3 | pregunta_4 | pregunta_5 | pregunta_6 | pregunta_7 | pregunta_8 | pregunta_9,https://data.buenosaires.gob.ar/dataset/test-alerta-sobre-noviazgo-violento
tiles-fotografia-aerea,Tiles Fotografía Aérea,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-07-01,1,PNG,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/tiles-fotografia-aerea
tiles-mapa-interactivo-buenos-aires,Tiles Mapa Interactivo Buenos Aires,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-07-01,1,PNG,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/tiles-mapa-interactivo-buenos-aires
tobilleras-electronicas,Tobilleras electrónicas,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-06-24,2,CSV XLSX,False,False,False,,,,0,ano-mes de oficio | caso id | categoria | estado de la tobillera | genero de la victima | genero del agresor | grupo etario de la victima | grupo etario del agresor | pais de origen de la victima | pais de origen del agresor,https://data.buenosaires.gob.ar/dataset/tobilleras-electronicas
tos-covid-19,Tos COVID-19,Secretaria de Innovación y Transformación Digital,Creative Commons Attribution,2026-06-24,4,CSV ZIP,False,False,False,,,,0,fecha_hisopado | genero | id | id_unico | rango_etario | resultado_hisopado | subset,https://data.buenosaires.gob.ar/dataset/tos-covid-19
trabajo-domestico-no-remunerado,Trabajo doméstico no remunerado,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-23,6,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | nivel_instruccion | promedio_hs_diarias | quintil_ing_familiar | sexo,https://data.buenosaires.gob.ar/dataset/trabajo-domestico-no-remunerado
traslados-covid-19,Traslados COVID-19,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2025-09-09,2,CSV XLSX,False,False,False,,,,0,cesac | fecha | n_trabajo | n_trabajo  | oficina | recorrido | tipo_transporte | tipo_traslado,https://data.buenosaires.gob.ar/dataset/traslados-covid-19
trenes-gtfs,Trenes: GTFS,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-01,1,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/trenes-gtfs
turnos1-para-vacunacion-covid-19,Turnos para vacunación COVID-19,Ministerio de Salud,Creative Commons Attribution,2026-07-14,6,CSV,False,False,False,,,,0,estrategia | fecha | total en espera,https://data.buenosaires.gob.ar/dataset/turnos1-para-vacunacion-covid-19
unidades-educativas,Unidades Educativas,Ministerio de Educación,Creative Commons Attribution,2026-06-22,4,CSV XLSX,False,False,False,,,,0,modalidad | nivel_ensenanza | unidades_estatal | unidades_privado | unidades_total,https://data.buenosaires.gob.ar/dataset/unidades-educativas
uniones-civiles-convivenciales,Uniones civiles convivenciales.,Dirección General Registro del Estado Civil y Capacidad de las Personas,CC-BY-2.5-AR,2026-06-17,18,CSV XLSX,False,False,False,,,,0,comuna | fecha_matrimonio | fecha_union | genero_1 | genero_2,https://data.buenosaires.gob.ar/dataset/uniones-civiles-convivenciales
uso-tiempo,Uso del tiempo,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,8,CSV XLSX,False,False,False,,,,0,anio | aplicaciones | aplicaciones2 | cuidado_personal | cuidado_personal2 | dia_laborable | dia_tipico | edad | estado_ocupacional | estudio_educacion | estudio_educacion2 | grupos_actividad | hogar | nivel_educativo | porc_poblacion | promedio_hs_diarias | quintil_ingreso | rango_etario | recreacion | recreacion2 | relacion_parentesco_jefe | sexo | tareas_cuidados | tareas_cuidados2 | tipo_hogar | trabajo_domestico_no_pago | trabajo_domestico_no_pago2 | trabajo_pago | trabajo_pago2 | voluntariados | voluntariados2,https://data.buenosaires.gob.ar/dataset/uso-tiempo
vacunas-hpv,Vacunas HPV,Secretaría para la Igualdad de Género.,Creative Commons Attribution,2024-11-04,2,CSV XLSX,False,False,False,,,,0,ao | no residente | residente | total,https://data.buenosaires.gob.ar/dataset/vacunas-hpv
vacunas-aplicadas-vacunatorios,Vacunas aplicadas en los vacunatorios,Ministerio de Salud,CC-BY-2.5-AR,2026-04-21,2,CSV XLSX,False,False,False,,,,0,anio | no_residente | residente | vacuna,https://data.buenosaires.gob.ar/dataset/vacunas-aplicadas-vacunatorios
velocidad-maxima-del-viento,Velocidad máxima del viento,Dirección General de Estadísticas y Censos,Creative Commons Attribution,2026-06-23,3,CSV XLSX,False,False,False,,,,0,fecha | km/h | nudos,https://data.buenosaires.gob.ar/dataset/velocidad-maxima-del-viento
sube,Viajes en Transporte Público.,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2025-07-23,4,CSV XLSX,False,False,False,,,,0,cantidad | dia | parcial | tipo_transporte,https://data.buenosaires.gob.ar/dataset/sube
violencia-de-genero,Violencia de Género,Secretaría para la Igualdad de Género.,Creative Commons Attribution,2025-09-18,6,CSV XLSX,False,False,False,,,,0,ano | cim | descripcion | descripcion_cim | descripcion_ovd | ovd | programa | programas | total | web,https://data.buenosaires.gob.ar/dataset/violencia-de-genero
violencia-pareja,Violencia de pareja.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-12,2,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | grupo_edad	 | porc_mujeres | tipo_violencia | total	,https://data.buenosaires.gob.ar/dataset/violencia-pareja
visitas-estaciones-saludables,Visitas a estaciones saludables,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-07-20,16,CSV XLSX,False,False,False,,,,0,anio | cantidad_personas | desagregacion_territorial | grupo_edad | lugar_residencia | porc_mujeres | porc_mujeres_estac_saludables | porc_visitas_mujeres | sexo | tipo_prestacion | visitas | visitas_por_vecinos,https://data.buenosaires.gob.ar/dataset/visitas-estaciones-saludables
visitas-web-gcba,Visitas a la web del GCBA,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-06-23,27,CSV XLSX ZIP,False,False,False,,,,0,duracion media de la sesion | fuente de trafico | paginas por sesion | palabra clave | periodo | porcentaje de rebote | sesiones,https://data.buenosaires.gob.ar/dataset/visitas-web-gcba
vivienda-seguridad-tenencia,Vivienda - Seguridad de la Tenencia,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-07-17,6,CSV XLSX,False,False,False,,,,0,ano | inquilino o arrendatario | propietario de la vivienda y el terreno | tenencia precaria,https://data.buenosaires.gob.ar/dataset/vivienda-seguridad-tenencia
vivienda-durable-calidad-constructiva-vivienda,Vivienda durable y calidad constructiva de la vivienda,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-06-24,22,CSV XLSX,False,False,False,,,,0,ano | calidad basica | calidad de los materiales | calidad insuficiente | calidad satisfactoria | casa | casos | comuna | deficit cualitativo i | deficit cualitativo ii | deficit cuantitativo | deficit habitacional total | departamento | hogares en viviendas buenas | hogares en viviendas irrecuperables | hogares en viviendas recuperables | otro tipo de vivienda | participacion en el total de hogares en deficit de la caba | pieza en hotel o pension | pieza en inquilinato o conventillo | rancho o casilla | vivienda precaria | viviendas con 2 o mas hogares | viviendas con un hogar,https://data.buenosaires.gob.ar/dataset/vivienda-durable-calidad-constructiva-vivienda
participacion-ciudadana-voluntariado,Voluntariado - Programa de Participación ciudadana,Secretaria de Gobierno y Vinculo Ciudadano,Creative Commons Attribution,2026-04-14,2,CSV XLSX,False,False,False,,,,0,asistentes_total_evento | barrio_evento | fecha_inicio_evento | inscriptos_total_evento | nombre_evento | nombre_lugar | tematica,https://data.buenosaires.gob.ar/dataset/participacion-ciudadana-voluntariado
indice-calidad-urbana,Índice de Calidad Urbana con Perspectiva de Género (ICUPG),Subsecretaría de Planeamiento,Creative Commons Attribution,2026-06-24,3,PDF ZIP,False,False,False,,,,0,ambiente | barrio | comuna | icupg | movilidad | objectid | p_icupg | poblacion | prox_equip | puesto_amb | puesto_equ | puesto_mov | puesto_pob | puesto_vit | shape_area | shape_leng | sub_barrio | t_poblac | vitalidad,https://data.buenosaires.gob.ar/dataset/indice-calidad-urbana
indice-calidad-limpieza-icl,Índice de Calidad de Limpieza (ICL),Observatorio de Higiene Urbana de la Ciudad Autónoma de Buenos Aires (OHUCABA),CC-BY-2.5-AR,2026-06-23,7,CSV PDF XLSX,False,False,False,,,,0,comunas | criterio | estratificacion_geografica | indice_de_calidad_de_limpieza | medicion | periodo | porcentaje_de_cumplimiento,https://data.buenosaires.gob.ar/dataset/indice-calidad-limpieza-icl
indice-reciclabilidad,Índice de Reciclabilidad,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-02-03,3,CSV PDF XLSX,False,False,False,,,,0,clasificacion | material | medicion | reciclabilidad,https://data.buenosaires.gob.ar/dataset/indice-reciclabilidad
